id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,person_id,name
tm412550,Set It Up,MOVIE,Two overworked and underpaid assistants come up with a plan to get their bosses off their backs by setting them up with each other.,2018,R,105,"['romance', 'comedy']",['US'],,tt5304992,6.5,51861.0,18.364,6.9,174180,Claire Scanlon
tm299741,Crooked House,MOVIE,"A private investigator helps a former flame solve the murder of her wealthy grandfather, who lived in a sprawling estate surrounded by his idiosyncratic family.",2017,PG,115,"['drama', 'thriller', 'crime']",['GB'],,tt1869347,6.3,24033.0,10.188,6.4,78521,Gilles Paquet-Brenner
tm239286,The Cloverfield Paradox,MOVIE,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",2018,PG,102,"['horror', 'thriller', 'scifi', 'drama', 'action']",['US'],,tt2548396,5.5,104068.0,21.122,5.6,200516,Julius Onah
tm272060,What Happened to Monday,MOVIE,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.",2017,R,123,"['scifi', 'thriller', 'drama', 'action', 'crime', 'fantasy']","['FR', 'RO', 'GB', 'BE', 'DE']",,tt1536537,6.8,121772.0,60.669,7.2,8888,Tommy Wirkola
tm288499,Roma,MOVIE,"In 1970s Mexico City, two domestic workers help a mother of four while her husband is away for an extended period of time.",2018,R,135,"['drama', 'european']","['US', 'MX']",,tt6155172,7.7,155787.0,12.745,7.7,4239,Alfonso Cuarón
tm370212,Adrift,MOVIE,"A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",2018,PG,96,"['action', 'thriller', 'romance', 'drama', 'european']","['HK', 'IS', 'US']",,tt6306064,6.6,55597.0,17.991,6.9,15833,Baltasar Kormákur
tm244191,The Beguiled,MOVIE,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",2017,R,93,"['drama', 'documentation', 'thriller', 'war']",['US'],,tt5592248,6.8,21.0,26.24,5.9,4921,Sofia Coppola
tm350379,Ghostland,MOVIE,"A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange . . .",2018,R,91,"['thriller', 'horror', 'drama', 'european']","['CA', 'FR']",,tt6195094,6.4,31379.0,34.263,7.4,31066,Pascal Laugier
tm350,The Bad Batch,MOVIE,"In a desert wasteland in Texas, a muscled cannibal breaks one important rule: don’t play with your food.",2017,R,119,"['drama', 'horror', 'scifi', 'romance', 'action']",['US'],,tt4334266,5.2,31275.0,18.249,5.3,107958,Ana Lily Amirpour
tm320570,Tully,MOVIE,"Marlo, a mother of three, including a newborn, is gifted a night nanny by her brother. Hesitant at first, she quickly forms a bond with the thoughtful, surprising, and sometimes challenging nanny named Tully.",2018,R,96,"['comedy', 'drama']","['CA', 'US']",,tt5610554,7.0,57576.0,13.592,6.8,2482,Jason Reitman
tm233482,The Foreigner,MOVIE,Quan is a humble London businessman whose long-buried past erupts in a revenge-fueled vendetta when the only person left for him to love – his teenage daughter – dies in an Irish Republican Army car bombing. His relentless search to find the terrorists leads to a cat-and-mouse conflict with a British government official whose own past may hold the clues to the identities of the elusive killers.,2017,R,113,"['action', 'thriller', 'crime', 'drama', 'european']","['IN', 'CN', 'US', 'GB']",,tt1615160,7.0,113338.0,32.05,6.8,3630,Martin Campbell
tm320281,"Can't Stop, Won't Stop: A Bad Boy Story",MOVIE,"A behind-the-scenes look at the prolific label's legacy and offer an in-depth look at the two-night anniversary extravaganza that took place last May at Brooklyn's Barclays Center in honor of the late rap great, The Notorious B.I.G.",2017,R,80,"['music', 'documentation']",['US'],,tt6628790,5.3,735.0,4.174,6.4,682828,Daniel Kaufman
tm319818,Outlaw King,MOVIE,"Forced into exile by the English after being crowned King of Scotland, legendary warrior Robert the Bruce fights to reclaim the throne.",2018,R,121,"['action', 'drama', 'history', 'war']","['US', 'GB']",,tt6679794,6.9,70822.0,24.14,6.8,20859,David Mackenzie
tm414887,Destination Wedding,MOVIE,"Frank and Lindsay—two emotionally-broken strangers—meet on the way to a destination wedding. Over the course of the weekend and against all odds, they find themselves drawn together even though they are initially repulsed by one another.",2018,R,90,"['drama', 'romance', 'comedy']",['US'],,tt6987770,6.0,29546.0,19.069,5.7,36998,Victor Levin
tm374132,Bird Box,MOVIE,"Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",2018,R,124,"['thriller', 'drama', 'scifi', 'horror']",['US'],,tt2737304,6.6,331070.0,47.18,6.9,16652,Susanne Bier
tm280828,The Babysitter,MOVIE,"When Cole stays up past his bedtime, he discovers that his hot babysitter is part of a Satanic cult that will stop at nothing to keep him quiet.",2017,R,85,"['comedy', 'horror']",['US'],,tt4225622,6.4,86953.0,52.287,6.102,6587,McG
tm371380,The Package,MOVIE,"When a group of teenagers goes on a spring break camping trip, an unfortunate accident sets off a race to save their friend’s most prized possession.",2018,R,94,"['comedy', 'drama', 'thriller']",['US'],,tt7525778,5.5,17858.0,20.72,6.0,284042,Teodora Ana Mihai
tm244197,Replicas,MOVIE,A scientist becomes obsessed with returning his family to normalcy after a terrible accident.,2018,PG,94,"['scifi', 'thriller', 'drama']","['PR', 'US', 'GB', 'CN']",,tt4154916,5.5,37340.0,27.644,6.1,8396,Jeffrey Nachmanoff
ts78558,Queer Eye,SHOW,"An all-new “Fab Five” advise men on fashion, grooming, food, culture and design in this modern reboot of the Emmy Award-winning reality series.",2018,PG,47,['reality'],['US'],6.0,tt7259746,8.5,18710.0,15.751,7.8,682354,Aaron Krummel
ts79926,James Acaster: Repertoire,SHOW,"Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials.",2018,PG,52,['comedy'],['GB'],1.0,tt7818686,8.4,3686.0,2.462,8.4,194521,Daniel Lucchesi
tm280060,Step Sisters,MOVIE,"Jamilah has her whole life figured out. She's the president of her black sorority, captain of their champion step dance crew, is student liaison to the college dean, and her next move is on to Harvard Law School. She's got it all, right? But when the hard-partying white girls from Sigma Beta Beta embarrass the school, Jamilah is ordered to come to the rescue. Her mission is to not only teach the rhythmically-challenged girls how to step dance, but to win the Steptacular, the most competitive of dance competitions. With the SBBs reputations and charter on the line, and Jamilah's dream of attending Harvard in jeopardy, these outcast screw-ups and their unlikely teacher stumble through one hilarious misstep after another. Cultures clash, romance blossoms, and sisterhood prevails as everyone steps out of their comfort zones.",2018,PG,104,['comedy'],['US'],,tt5267472,5.4,4496.0,9.814,6.5,43582,Charles Stone III
tm226948,The Shack,MOVIE,"After suffering a family tragedy, Mack Phillips spirals into a deep depression causing him to question his innermost beliefs. Facing a crisis of faith, he receives a mysterious letter urging him to an abandoned shack deep in the Oregon wilderness. Despite his doubts, Mack journeys to the shack and encounters an enigmatic trio of strangers led by a woman named Papa. Through this meeting, Mack finds important truths that will transform his understanding of his tragedy and change his life forever.",2017,PG,132,"['drama', 'fantasy']",['US'],,tt2872518,6.2,35748.0,110.758,7.5,27369,Stuart Hazeldine
tm271951,Apostle,MOVIE,"In 1905, a man travels to a remote island in search of his missing sister who has been kidnapped by a mysterious religious cult.",2018,R,130,"['thriller', 'drama', 'horror', 'fantasy']","['US', 'GB']",,tt6217306,6.3,51890.0,14.414,6.1,18449,Gareth Evans
tm244332,Beirut,MOVIE,"In 1980s Beirut, Mason Skiles is a former U.S. diplomat who is called back into service to save a colleague from the group that is possibly responsible for his own family's death. Meanwhile, a CIA field agent who is working under cover at the American embassy is tasked with keeping Mason alive and ensuring that the mission is a success.",2018,R,110,"['thriller', 'drama', 'action', 'crime']",['US'],,tt4669264,6.4,22065.0,10.945,6.3,589304,Brad Anderson
tm410435,To All the Boys I've Loved Before,MOVIE,Lara Jean's love life goes from imaginary to out of control when her secret letters to every boy she's ever fallen for are mysteriously mailed out.,2018,PG,100,"['comedy', 'romance', 'drama']",['US'],,tt8179390,7.1,101175.0,83.421,7.7,135271,Susan Johnson
ts78430,Collateral,SHOW,"When a pizza delivery driver is shot dead in south London, a tenacious detective goes after the people traffickers behind his murder and unravels a conspiracy that goes to the top.",2018,MA,57,"['thriller', 'drama', 'crime']",['GB'],1.0,tt6729080,6.7,17774.0,23.364,6.4,92711,S.J. Clarkson
tm362881,Mirai,MOVIE,"Unhappy after his new baby sister displaces him, four-year-old Kun begins meeting people and pets from his family's history in their unique house in order to help him become the big brother he was meant to be.",2018,PG,94,"['fantasy', 'animation', 'drama', 'family']",['JP'],,tt6900448,7.0,14983.0,52.562,7.2,31706,Mamoru Hosoda
tm227940,Berlin Syndrome,MOVIE,A passionate holiday romance leads to an obsessive relationship when an Australian photojournalist wakes one morning in a Berlin apartment and is unable to leave.,2017,R,116,"['horror', 'thriller', 'drama']",['AU'],,tt3335606,6.2,25149.0,15.339,6.0,56614,Cate Shortland
ts55645,Five Came Back,SHOW,"The extraordinary story of how Hollywood changed World War II – and how World War II changed Hollywood, through the interwoven experiences of five legendary filmmakers who went to war to serve their country and bring the truth to the American people: John Ford, William Wyler, John Huston, Frank Capra, and George Stevens. Based on Mark Harris’ best-selling book, “Five Came Back: A Story of Hollywood and the Second World War.”",2017,MA,65,"['war', 'documentation', 'history']",['US'],1.0,tt6587094,8.3,4671.0,5.86,7.7,145225,Laurent Bouzereau
tm362098,The Kindergarten Teacher,MOVIE,"Lisa Spinelli is a Staten Island teacher who is unusually devoted to her students. When she discovers one of her five-year-olds is a prodigy, she becomes fascinated with the boy, ultimately risking her family and freedom to nurture his talent.",2018,R,96,"['drama', 'thriller', 'european']",['US'],,tt6952960,6.7,15974.0,15.809,6.6,274463,Sara Colangelo
tm313683,Veronica,MOVIE,"Madrid, June 1991. After celebrating a session of Ouija with her friends, Verónica is besieged by dangerous supernatural presences that threaten to harm her entire family.",2017,R,105,['horror'],['ES'],,tt5862312,6.2,41284.0,55.175,6.2,21954,Paco Plaza
tm414220,Little Italy,MOVIE,Former childhood pals Leo and Nikki are attracted to each other as adults—but will their feuding parents' rival pizzerias put a chill on their sizzling romance?,2018,R,102,"['romance', 'comedy']","['CA', 'US']",,tt6957966,5.7,14829.0,15.703,6.8,20484,Donald Petrie
tm244325,Mute,MOVIE,A mute man with a violent past is forced to take on the teeming underworld of a near-future Berlin as he searches for his missing girlfriend.,2018,R,126,"['scifi', 'thriller', 'drama']","['GB', 'DE']",,tt1464763,5.4,35158.0,15.734,5.6,1033916,Nikita Vlasov
tm433228,Red Joan,MOVIE,"London, England, May 2000. The peaceful life of elderly Joan Stanley is suddenly disrupted when she is arrested by the British Intelligence Service and accused of providing information to communist Russia during the forties.",2018,R,101,"['thriller', 'history', 'romance', 'drama']",['GB'],,tt7615302,6.4,12452.0,13.425,6.7,117207,Trevor Nunn
tm244307,Bright,MOVIE,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",2017,R,117,"['fantasy', 'thriller', 'scifi', 'crime', 'action']",['US'],,tt5519340,6.3,185996.0,36.593,6.2,589314,David Ayer
ts80705,Evil Genius,SHOW,This baffling true crime story starts with the grisly death of a pizza man who robs a bank with a bomb around his neck - and gets weirder from there.,2018,MA,48,"['documentation', 'crime']",['US'],1.0,tt8342862,7.5,27987.0,9.635,7.5,55591,Barbara Schroeder
tm310706,Extinction,MOVIE,"A chief mechanic at a factory, haunted by apocalyptic nightmares, becomes a hero when Earth is invaded by a mysterious army bent on destruction.",2018,R,96,"['scifi', 'thriller', 'action', 'drama']",['US'],,tt3201640,5.8,52635.0,28.029,6.009,233205,Ben Young
tm244233,The Book of Henry,MOVIE,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",2017,PG,106,"['drama', 'thriller', 'crime']",['US'],,tt4572792,6.5,27262.0,17.456,7.5,31777,Colin Trevorrow
tm317566,Creep 2,MOVIE,"After finding an ad online for “video work,” Sara, a video artist whose primary focus is creating intimacy with lonely men, thinks she may have found the subject of her dreams. She drives to a remote house in the forest and meets a man claiming to be a serial killer. Unable to resist the chance to create a truly shocking piece of art, she agrees to spend the day with him. However, as the day goes on, she discovers she may have dug herself into a hole from which she can’t escape.",2017,R,80,"['thriller', 'horror', 'crime', 'drama']",['US'],,tt3654796,6.4,25671.0,14.489,6.322,36224,Patrick Brice
tm422491,Speed Kills,MOVIE,Speedboat racing champion and multimillionaire Ben Aronoff leads a double life that lands him in trouble with the law and drug lords.,2018,R,102,"['thriller', 'crime', 'drama', 'action']","['US', 'PR']",,tt6749318,4.2,3244.0,14.407,5.6,920288,Jodi Scurfield
tm422491,Speed Kills,MOVIE,Speedboat racing champion and multimillionaire Ben Aronoff leads a double life that lands him in trouble with the law and drug lords.,2018,R,102,"['thriller', 'crime', 'drama', 'action']","['US', 'PR']",,tt6749318,4.2,3244.0,14.407,5.6,13150,John Luessenhop
tm449070,Black Mirror: Bandersnatch,MOVIE,"In 1984, a young programmer begins to question reality as he adapts a dark fantasy novel into a video game. A mind-bending tale with multiple endings.",2018,R,90,"['drama', 'thriller', 'scifi', 'fantasy']","['GB', 'US']",,tt9495224,7.1,125229.0,17.397,6.8,79780,David Slade
tm315340,The Night Comes for Us,MOVIE,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",2018,R,121,"['action', 'thriller', 'crime']",['ID'],,tt6116856,6.9,25839.0,12.473,6.8,29156,Timo Tjahjanto
tm366567,When We First Met,MOVIE,"Noah spends the perfect first night with the girl of his dreams Avery but gets relegated to the friend zone. He spends the next three years wondering what went wrong - until he gets the unexpected chance to travel back in time and alter that night, and his fate, over and over again.",2018,PG,97,"['fantasy', 'comedy', 'romance']",['US'],,tt5783956,6.4,48885.0,15.879,6.6,11289,Ari Sandel
tm300615,Mudbound,MOVIE,"In the post–World War II South, two families are pitted against a barbaric social hierarchy and an unrelenting landscape as they simultaneously fight the battle at home and the battle abroad.",2017,R,135,"['drama', 'war']",['US'],,tt2396589,7.4,47676.0,9.749,7.4,96505,Dee Rees
tm243326,Anon,MOVIE,"Set in a near-future world where there is no privacy, ignorance or anonymity, our private memories are recorded and crime almost ceases to exist. In trying to solve a series of unsolved murders, Sal Frieland stumbles onto a young woman who appears to have subverted the system and disappeared. She has no identity, no history and no record. Sal realizes it may not be the end of crime but the beginning. Known only as 'The Girl', Sal must find her before he becomes the next victim.",2018,R,100,"['scifi', 'thriller', 'action', 'drama', 'crime', 'european']","['US', 'GB']",,tt5419536,6.1,42608.0,21.915,5.919,9310,Andrew Niccol
tm316414,Hell Fest,MOVIE,"On Halloween night at a horror theme park, a costumed killer begins slaying innocent patrons who believe that it's all part of the festivities.",2018,R,88,"['horror', 'thriller']",['US'],,tt1999890,5.5,16976.0,15.417,5.6,16982,Gregory Plotkin
ts80523,Aggretsuko,SHOW,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work.",2018,PG,17,"['animation', 'comedy', 'romance', 'drama', 'music']",['JP'],4.0,tt8019444,8.0,6195.0,13.244,7.2,2459678,lareco
ts77957,Dirty Money,SHOW,"From crippling payday loans to cars that cheat emissions tests, this investigative series exposes brazen acts of corporate greed and corruption.",2018,PG,63,"['documentation', 'crime']",['US'],2.0,tt7889220,8.1,9159.0,11.301,7.3,290206,Daniel Sandu
ts86296,Sunderland 'Til I Die,SHOW,This docuseries follows English soccer club Sunderland through the 2017-18 season as they try to bounce back after relegation from the Premier League.,2018,MA,41,"['documentation', 'sport']",['GB'],2.0,tt8914684,8.1,8113.0,5.099,8.0,1355058,Tom Mallion
tm410742,Happy as Lazzaro,MOVIE,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise’s son will change his world.",2018,PG,125,"['fantasy', 'drama', 'european']","['IT', 'CH', 'FR']",,tt6752992,7.5,18006.0,8.295,7.4,47130,Alice Rohrwacher
tm244229,Everybody Knows,MOVIE,"Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her Argentinian husband and children. However, the trip is upset by unexpected events that bring secrets into the open.",2018,R,132,"['drama', 'thriller', 'crime', 'european']","['IT', 'ES', 'FR']",,tt4964788,6.9,34365.0,11.374,6.5,27687,Asghar Farhadi
ts53936,Innocent,SHOW,"In a peaceful, rustic town, a retired officer and his family are mired in a murder mystery riddled with shocking, buried secrets.",2017,PG,51,"['drama', 'thriller', 'crime']",['TR'],1.0,tt6478318,8.4,17727.0,7.297,8.1,352170,Seren Yüce
tm348993,22 July,MOVIE,"In Norway on 22 July 2011, neo-Nazi terrorist Anders Behring Breivik murdered 77 young people attending a Labour Party Youth Camp on Utöya Island outside of Oslo. This three-part story will focus on the survivors of the attacks, the political leadership of Norway, and the lawyers involved.",2018,R,143,"['thriller', 'crime', 'drama', 'history', 'european']","['US', 'IS', 'NO']",,tt7280898,6.8,33609.0,33.575,7.2,5565,Paul Greengrass
ts85895,Better Than Us,SHOW,"Moscow in a not so distant future where human beings share their daily lives with robots. Georgy, a forensic who has a robot assistant, suddenly finds himself caught up in the first murder committed by a new kind of experimental humanoid.",2018,MA,52,"['scifi', 'drama']",['RU'],2.0,tt8285216,7.3,8792.0,14.306,7.4,1184912,Andrey Dzhunkovskiy
ts77525,The Toys That Made Us,SHOW,The minds behind history's most iconic toy franchises discuss the rise -- and sometimes fall -- of their billion-dollar creations.,2017,PG,45,"['documentation', 'comedy', 'history']",['US'],3.0,tt7053920,8.0,5651.0,5.924,7.7,32565,Brian Volk-Weiss
ts77525,The Toys That Made Us,SHOW,The minds behind history's most iconic toy franchises discuss the rise -- and sometimes fall -- of their billion-dollar creations.,2017,PG,45,"['documentation', 'comedy', 'history']",['US'],3.0,tt7053920,8.0,5651.0,5.924,7.7,59758,Tom Stern
tm423436,Ben Is Back,MOVIE,"19-year-old Ben Burns unexpectedly returns home to his family's suburban home on Christmas Eve morning. Ben's mother, Holly, is relieved and welcoming but wary of her son staying clean. Over a turbulent 24 hours, new truths are revealed, and a mother's undying love for her son is tested as she does everything in her power to keep him safe.",2018,R,103,"['drama', 'european']",['US'],,tt7545524,6.7,21735.0,12.478,6.6,14035,Peter Hedges
ts85568,Perfume,SHOW,"When a singer is found murdered, with her scent glands excised from her body, detectives probe a group of friends who attended boarding school with her.",2018,MA,58,"['crime', 'drama', 'thriller']",['DE'],1.0,tt6811236,7.1,8536.0,17.902,6.9,10256,Philipp Kadelbach
ts77474,Mr. Sunshine,SHOW,"Set in the early 1900s, this drama tells the story of a young man from Korea who grows up in the United States. When he returns to Korea as a US Marine Corps officer, he meets and falls in love with a noblewoman who is fighting for Korean independence. Their romance is complicated by social class and political ideology.",2018,MA,76,"['drama', 'history', 'romance', 'war', 'action']",['KR'],1.0,tt7094780,8.7,7054.0,16.097,8.516,610739,Lee Eung-bok
tm368449,Private Life,MOVIE,"Richard and Rachel, a couple in the throes of infertility, try to maintain their marriage as they descend deeper and deeper into the insular world of assisted reproduction and domestic adoption.",2018,R,123,"['comedy', 'drama']",['US'],,tt6394284,7.2,19023.0,7.974,7.0,115892,Tamara Jenkins
tm433381,Mirage,MOVIE,"During a mysterious thunderstorm, Vera, a young mother, manages to save a life in danger, but her good deed causes a disturbing chain of unexpected consequences.",2018,R,129,"['fantasy', 'thriller', 'drama', 'romance', 'european']",['ES'],,tt6908274,7.4,54188.0,19.839,7.5,74397,Oriol Paulo
tm363488,RBG,MOVIE,"Justice Ruth Bader Ginsburg now 84, and still inspired by the lawyers who defended free speech during the Red Scare, Ginsburg refuses to relinquish her passionate duty, steadily fighting for equal rights for all citizens under the law. Through intimate interviews and unprecedented access to Ginsburg’s life outside the court, RBG tells the electric story of Ginsburg’s consuming love affairs with both the Constitution and her beloved husband Marty—and of a life’s work that led her to become an icon of justice in the highest court in the land.",2018,PG,98,['documentation'],['US'],,tt7689964,7.6,14182.0,8.258,7.6,291054,Julie Cohen
tm363488,RBG,MOVIE,"Justice Ruth Bader Ginsburg now 84, and still inspired by the lawyers who defended free speech during the Red Scare, Ginsburg refuses to relinquish her passionate duty, steadily fighting for equal rights for all citizens under the law. Through intimate interviews and unprecedented access to Ginsburg’s life outside the court, RBG tells the electric story of Ginsburg’s consuming love affairs with both the Constitution and her beloved husband Marty—and of a life’s work that led her to become an icon of justice in the highest court in the land.",2018,PG,98,['documentation'],['US'],,tt7689964,7.6,14182.0,8.258,7.6,808126,Betsy West
tm315424,An Evening with Beverly Luff Linn,MOVIE,"Lulu Danger's unsatisfying marriage takes a turn for the worse when a mysterious man from her past comes to town to perform an event called ""An Evening with Beverly Luff Linn: For One Magical Night Only.""",2018,R,108,"['crime', 'comedy']","['GB', 'US']",,tt6520524,5.8,5457.0,5.109,5.8,49447,Jim Hosking
tm310899,Mary Magdalene,MOVIE,"In the first century, free-spirited Mary Magdalene flees the marriage her family has arranged for her, finding refuge and a sense of purpose in a radical new movement led by the charismatic, rabble-rousing preacher named Jesus.",2018,R,120,"['drama', 'history']","['US', 'AU', 'GB']",,tt5360996,5.9,10364.0,54.725,6.3,183024,Garth Davis
tm417496,Dumplin',MOVIE,"To prove a point about measuring up and fitting in, Texas teen Willowdean “Dumplin’” Dickson enters a local pageant run by her ex-beauty queen mom.",2018,PG,110,"['comedy', 'drama']",['US'],,tt4878482,6.5,33689.0,11.4,6.8,7617,Anne Fletcher
tm352588,Tau,MOVIE,"Held captive in a futuristic smart house, a woman hopes to escape by befriending the A.I. program that controls the house.",2018,R,97,"['scifi', 'thriller', 'horror']",['US'],,tt4357394,5.8,31218.0,10.801,6.2,921132,Federico D'Alessandro
ts75263,Wormwood,SHOW,"In this genre-bending tale, Errol Morris explores the mysterious death of a U.S. scientist entangled in a secret Cold War program known as MK-Ultra.",2017,PG,43,"['crime', 'documentation', 'drama', 'fantasy']",['US'],1.0,tt1149367,7.0,4239.0,1.898,6.2,44333,Errol Morris
tm244175,The Zookeeper's Wife,MOVIE,"The account of keepers of the Warsaw Zoo, Jan and Antonina Zabinski, who helped save hundreds of people and animals during the Nazi invasion.",2017,PG,126,"['war', 'drama', 'history']","['CZ', 'GB', 'US']",,tt1730768,7.0,43091.0,23.231,7.4,24415,Niki Caro
tm321224,"Game Over, Man!",MOVIE,Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.,2018,R,100,"['comedy', 'action']",['US'],,tt3317234,5.4,30218.0,14.358,5.5,77785,Kyle Newacheck
tm285107,Victoria & Abdul,MOVIE,Queen Victoria strikes up an unlikely friendship with a young Indian clerk named Abdul Karim.,2017,PG,111,"['drama', 'history']","['GB', 'US']",,tt5816682,6.8,35690.0,11.743,7.0,26809,Stephen Frears
tm319882,Hampstead,MOVIE,"Emily Walters is an American widow living a peaceful, uneventful existence in the idyllic Hampstead Village of London, when she meets  local recluse, Donald Horner. For 17 years, Donald has lived—wildly yet peacefully—in a ramshackle hut near the edge of the forest. When Emily learns his home is the target of developers who will stop at nothing to remove him, saving Donald and his property becomes her personal mission. Despite his gruff exterior and polite refusals for help, Emily is drawn to him—as he is to her—and what begins as a charitable cause evolves into a relationship that will grow even as the bulldozers close in.",2017,PG,102,"['comedy', 'romance', 'drama']",['GB'],,tt5153236,6.0,6449.0,10.323,6.0,25789,Joel Hopkins
tm233294,War Machine,MOVIE,A rock star general bent on winning the “impossible” war in Afghanistan takes us inside the complex machinery of modern war. Inspired by the true story of General Stanley McChrystal.,2017,R,122,"['drama', 'comedy', 'war']",['US'],,tt4758646,6.0,46276.0,12.235,5.552,32704,David Michôd
tm320255,Bad Genius,MOVIE,"Lynn, a brilliant student, after helping her friends to get the grades they need, develops the idea of starting a much bigger exam-cheating business.",2017,PG,130,"['comedy', 'drama', 'crime', 'thriller']",['TH'],,tt6788942,7.6,20571.0,20.398,8.0,292612,Nattawut Poonpiriya
ts85810,Al Hayba,SHOW,"In a village by the Lebanon-Syria border, the head of an arms-smuggling clan contends with family conflicts, power struggles and complicated love.",2017,PG,44,"['drama', 'action', 'crime', 'romance', 'thriller']",['AE'],5.0,tt7035576,7.3,1288.0,70.264,6.3,1034892,Samer AL Barkawi
tm374313,The Forgiven,MOVIE,"After the end of Apartheid, Archbishop Desmond Tutu meets with a brutal murderer seeking redemption.",2018,R,115,['thriller'],"['GB', 'ZA']",,tt2249081,5.9,2479.0,6.197,6.1,38207,Roland Joffé
tm411311,King of Thieves,MOVIE,"London, England, April 2015. Brian Reader, a retired thief, gathers an unlikely gang of burglars to perpetrate the biggest and boldest heist in British history. The thieves assault the Hatton Garden Safe Deposit Company and escape with millions in goods and money. But soon the cracks between the gang members begin to appear when they discuss how to share the loot.",2018,R,108,"['drama', 'crime', 'history']",['GB'],,tt5789976,5.5,14418.0,9.215,5.4,33551,James Marsh
tm368040,The Titan,MOVIE,"On a bleak future Earth, a soldier endures a radical genetic transformation to save humanity. But his wife fears he's becoming more creature than man.",2018,R,97,"['scifi', 'thriller', 'fantasy', 'drama', 'romance']","['US', 'GB', 'ES']",,tt6973848,4.8,30698.0,17.97,5.4,184779,Lennart Ruff
tm324155,Security,MOVIE,"An ex-special services veteran, down on his luck and desperate for work, takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job, he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen, who will stop at nothing to extract and eliminate the witness.",2017,R,87,"['thriller', 'action', 'crime', 'european']",['US'],,tt3501112,5.7,18943.0,31.419,6.2,76168,Alain Desrochers
tm244148,Mowgli: Legend of the Jungle,MOVIE,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",2018,PG,105,"['action', 'drama', 'fantasy']","['GB', 'US']",,tt2388771,6.5,61622.0,24.646,6.5,1858,Andy Serkis
ts57082,White Gold,SHOW,"The story of a double-glazing showroom in Essex in the 80s, led by charismatic Vincent Swan, and his unscrupulous sales team, Brian Fitzpatrick and Martin Lavender.",2017,MA,29,"['comedy', 'european']",['GB'],2.0,tt6010920,7.4,11233.0,5.878,6.9,24671,Damon Beesley
tm217228,Death Note,MOVIE,"A young man comes to possess a supernatural notebook, the Death Note, that grants him the power to kill any person simply by writing down their name on the pages. He then decides to use the notebook to kill criminals and change the world, but an enigmatic detective attempts to track him down and end his reign of terror.",2017,R,101,"['horror', 'thriller', 'crime', 'fantasy', 'drama', 'action']",['US'],,tt1241317,4.5,84119.0,22.306,4.2,20643,Adam Wingard
tm139885,The Other Side of the Wind,MOVIE,"Surrounded by fans and skeptics, grizzled director J.J. ""Jake"" Hannaford returns from years abroad in Europe to a changed Hollywood, where he attempts to make his innovative comeback film.  This film was started in 1970 but never completed during Welles lifetime.",2018,R,122,"['drama', 'european']","['IR', 'US', 'FR']",,tt0069049,6.7,7104.0,7.453,6.7,15246,Orson Welles
tm219259,Goon: Last of the Enforcers,MOVIE,"During a pro lockout, Doug ""The Thug"" Glatt is injured and must choose whether to defend his team against a dangerous new enemy, or be there for his wife as she prepares to give birth to his daughter.",2017,R,101,"['comedy', 'sport']",['CA'],,tt2417712,5.8,13717.0,13.329,5.7,6887,Jay Baruchel
tm370232,We the Animals,MOVIE,"Manny, Joel and Jonah tear their way through childhood and push against the volatile love of their parents. As Manny and Joel grow into versions of their father and Ma dreams of escape, Jonah, the youngest, embraces an imagined world all his own.",2018,R,94,['drama'],['US'],,tt7681824,6.9,4303.0,6.702,6.5,281234,Jeremiah Zagar
